0.206920,0.204101,0.201843,0.199365,0.195978,0.191775,0.189397,0.186657,0.183990,0.181474,0.179123
0.255991,0.254162,0.250065,0.245870,0.240990,0.236045,0.231000,0.225274,0.218812,0.212978,0.207866
0.258500,0.265642,0.266548,0.263929,0.258051,0.252098,0.245942,0.239294,0.232099,0.223961,0.215164
0.245336,0.255480,0.263716,0.267662,0.267050,0.259677,0.252541,0.245282,0.237784,0.228998,0.219129
0.232224,0.244482,0.255586,0.260828,0.265601,0.262744,0.255161,0.246708,0.238898,0.228859,0.217931
0.221817,0.234005,0.246287,0.256188,0.259332,0.258203,0.253955,0.246703,0.236597,0.226968,0.216334
0.213230,0.225834,0.238454,0.249834,0.253665,0.253972,0.250223,0.243896,0.233849,0.224160,0.213702
